Study,Trait_reported,Lead_variant,Molecular_trait,Gene_symbol,Tissue,Source,H3,H4,log2(H4/H3),Title,Author,Has_sumstats,numAssocLoci,nInitial cohort,study_nReplication,study_nCases,Publication_date,Journal,Pubmed_id,max_H4,min_H4
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Monocyte,Schmiedel_2018,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Tfh cell,Schmiedel_2018,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,muscle,FUSION,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,adipose,FUSION,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Monocyte LPS 2h,Fairfax_2014,0.17,0.83,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,T cell,GENCORD,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,LCL,GENCORD,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,CD8+ T cell,Kasela_2017,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,placenta,Peng_2018,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Monocyte R848 6h,Quach_2016,0.17,0.83,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,CD4+ T cell anti-CD3-CD28 4h,Schmiedel_2018,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Th17 cell,Schmiedel_2018,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Treg,Schmiedel_2018,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,CD8+ T cell anti-CD3-CD28 4h,Schmiedel_2018,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Th1 cell,Schmiedel_2018,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,LCL statin,CAP,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,LCL,CAP,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Monocyte,CEDAR,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (DLPFC),CommonMind,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,B cell,Fairfax_2012,0.17,0.83,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,CD4+ T cell,Kasela_2017,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Macrophage,Nedelec_2016,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Macrophage Listeria 5h,Nedelec_2016,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,synovium,Steinberg_2020,0.16,0.84,2.34,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Artery tibial,GTEx-sQTL,0.17,0.83,2.34,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,LCL,TwinsUK,0.16,0.83,2.33,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,kidney (cortex),GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,B cell,CEDAR,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Transverse colon,CEDAR,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Rectum,CEDAR,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Ileum,CEDAR,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Monocyte LPS 24h,Fairfax_2014,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,small intestine,GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,minor salivary gland,GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,heart (left ventricle),GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,ovary,GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,vagina,GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,artery (coronary),GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,spleen,GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,pancreas,GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,stomach,GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,esophagus (muscularis),GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,esophagus (mucosa),GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (caudate),GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (substantia nigra),GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (amygdala),GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,LCL,GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,breast,GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (putamen),GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,uterus,GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,adrenal gland,GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,liver,GTEx-eQTL,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Brain (DLPFC),ROSMAP,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Skin,TwinsUK,0.17,0.83,2.33,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,7_99171402_G_T,SMURF1,ENSG00000198742,Macrophage Salmonella 5h,Nedelec_2016,0.14,0.7,2.32,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.12
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,CD8+ T cell,CEDAR,0.17,0.83,2.32,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,hepatocyte,PhLiPS,0.17,0.83,2.32,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Monocyte LPS 6h,Quach_2016,0.17,0.83,2.32,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Minor salivary gland,GTEx-sQTL,0.17,0.83,2.32,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST004131,Inflammatory bowel disease,7_6505557_A_G,KDELR2,ENSG00000136240,Neutrophil,Naranbhai_2015,0.17,0.83,2.31,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.35
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,fibroblast,GENCORD,0.17,0.83,2.31,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Spleen,GTEx-sQTL,0.17,0.83,2.31,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Neutrophil,CEDAR,0.17,0.83,2.3,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Monocyte Influenza 6h,Quach_2016,0.17,0.83,2.3,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,3_141390479_A_G,ZBTB38,ENSG00000177311,Macrophage,Alasoo_2018,0.17,0.83,2.29,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0.41
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Macrophage Salmonella 5h,Alasoo_2018,0.17,0.83,2.29,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,brain (putamen),Braineac2,0.17,0.83,2.29,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Kidney cortex,GTEx-sQTL,0.17,0.83,2.29,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Esophagus mucosa,GTEx-sQTL,0.17,0.83,2.29,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Thyroid,GTEx-sQTL,0.17,0.83,2.28,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Monocyte Pam3CSK4 6h,Quach_2016,0.17,0.83,2.27,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,3_141390479_A_G,ZBTB38,ENSG00000177311,muscle,FUSION,0.17,0.82,2.26,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0.41
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Sensory neuron,Schwartzentruber_2018,0.17,0.83,2.26,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Cells cultured fibroblasts,GTEx-sQTL,0.17,0.83,2.26,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Prostate,GTEx-sQTL,0.17,0.83,2.25,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Vagina,GTEx-sQTL,0.17,0.83,2.24,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Adipose subcutaneous,GTEx-sQTL,0.18,0.82,2.23,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Artery coronary,GTEx-sQTL,0.17,0.79,2.22,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Minor salivary gland,GTEx-sQTL,0.18,0.82,2.22,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Macrophage,Alasoo_2018,0.18,0.82,2.22,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,5_96912106_T_C,ERAP2,ENSG00000164308,Stomach,GTEx-sQTL,0.18,0.82,2.21,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004131,Inflammatory bowel disease,7_6505557_A_G,KDELR2,ENSG00000136240,Stomach,GTEx-sQTL,0.13,0.6,2.19,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,137,59957,NA,25042,2017-01-09,Nat Genet,PMID:28067908,0.98,0.35
GCST003043,Inflammatory bowel disease [EA],2_233264200_A_G,ATG16L1,ENSG00000085978,CD8+ T cell,CEDAR,0.17,0.79,2.19,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,186,34652,61834,12882,2015-07-20,Nat Genet,PMID:26192919,0.98,0.2
GCST003044,Crohn's disease [EA],5_96917099_G_A,ERAP2,ENSG00000164308,Heart left ventricle,GTEx-sQTL,0.18,0.82,2.19,Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.,Liu JZ,TRUE,175,20883,48385,5956,2015-07-20,Nat Genet,PMID:26192919,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Macrophage IFNg 18h+Salmonella 5h,Alasoo_2018,0.18,0.82,2.18,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
GCST004132,Crohn's disease,5_96912106_T_C,ERAP2,ENSG00000164308,Colon sigmoid,GTEx-sQTL,0.18,0.82,2.18,Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.,de Lange KM,TRUE,105,40266,NA,12194,2017-01-09,Nat Genet,PMID:28067908,0.98,0
